*******************************************************************
* Genome-wide Complex Trait Analysis (GCTA)
* version 1.93.2 beta Linux
* (C) 2010-present, Jian Yang, The University of Queensland
* Please report bugs to Jian Yang <jian.yang.qt@gmail.com>
*******************************************************************
Analysis started at 23:25:12 -03 on Wed Jun 09 2021.
Hostname: darwin

Accepted options:
--reml
--reml-alg 0
--reml-maxit 1000
--grm /scratch/genevol/users/lucas/V2/grmNAfr
--pheno /raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DRB1.txt
--covar /raid/genevol/users/lucas/heritability/02.GCTA/data/envir1.txt
--reml-est-fix
--out /raid/genevol/users/lucas/heritability/03.Heritability/Results/V2/HLA-DRB1/NAfrHLA-DRB11

Note: This is a multi-thread program. You could specify the number of threads by the --thread-num option to speed up the computation if there are multiple processors in your machine.

Reading IDs of the GRM from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.id].
358 IDs read from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.id].
Reading the GRM from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.bin].
GRM for 358 individuals are included from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.bin].
Reading phenotypes from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DRB1.txt].
Non-missing phenotypes of 358 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DRB1.txt].
Reading discrete covariate(s) from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir1.txt].
2 discrete covariate(s) of 445 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir1.txt].

2 discrete variable(s) included as covariate(s).
358 individuals are in common in these files.

Performing  REML analysis ... (Note: may take hours depending on sample size).
358 observations, 8 fixed effect(s), and 2 variance component(s)(including residual variance).
Calculating prior values of variance components by EM-REML ...
Updated prior values: 58642.2 57891.1
logL: -2225.57
Running AI-REML algorithm ...
Iter.	logL	V(G)	V(e)	
1	-2225.18	113583.63536	0.12097	(1 component(s) constrained)
2	-2223.33	107483.52105	0.12097	(1 component(s) constrained)
3	-2223.59	107581.00363	0.12097	(1 component(s) constrained)
4	-2222.79	107795.69547	0.12097	(1 component(s) constrained)
5	-2223.80	107807.84749	0.12097	(1 component(s) constrained)
6	-2223.28	107791.72651	0.12097	(1 component(s) constrained)
7	-2223.23	107788.61023	0.12097	(1 component(s) constrained)
8	-2223.60	107792.66035	0.12097	(1 component(s) constrained)
9	-2223.22	107783.93464	0.12097	(1 component(s) constrained)
10	-2222.88	107789.90398	0.12097	(1 component(s) constrained)
11	-2223.38	107791.01067	0.12097	(1 component(s) constrained)
12	-2222.78	107778.18829	0.12097	(1 component(s) constrained)
13	-2223.65	107787.23044	0.12097	(1 component(s) constrained)
14	-2222.71	107778.14816	0.12097	(1 component(s) constrained)
15	-2223.11	107773.30711	0.12097	(1 component(s) constrained)
16	-2222.98	107793.35542	0.12097	(1 component(s) constrained)
17	-2223.76	107799.57685	0.12097	(1 component(s) constrained)
18	-2222.49	107780.63832	0.12097	(1 component(s) constrained)
19	-2223.16	107778.27618	0.12097	(1 component(s) constrained)
20	-2223.62	107797.09273	0.12097	(1 component(s) constrained)
21	-2223.02	107782.89439	0.12097	(1 component(s) constrained)
22	-2223.26	107788.34969	0.12097	(1 component(s) constrained)
23	-2223.34	107802.71446	0.12097	(1 component(s) constrained)
24	-2224.23	107791.98013	0.12097	(1 component(s) constrained)
25	-2222.85	107795.45143	0.12097	(1 component(s) constrained)
26	-2222.73	107792.94139	0.12097	(1 component(s) constrained)
27	-2223.21	107783.91123	0.12097	(1 component(s) constrained)
28	-2223.49	107788.19342	0.12097	(1 component(s) constrained)
29	-2223.03	107789.50514	0.12097	(1 component(s) constrained)
30	-2223.33	107790.67949	0.12097	(1 component(s) constrained)
31	-2222.77	107786.80118	0.12097	(1 component(s) constrained)
32	-2222.48	107789.68002	0.12097	(1 component(s) constrained)
33	-2222.77	107785.88862	0.12097	(1 component(s) constrained)
34	-2223.16	107799.71568	0.12097	(1 component(s) constrained)
35	-2223.09	107770.19350	0.12097	(1 component(s) constrained)
36	-2222.76	107788.83883	0.12097	(1 component(s) constrained)
37	-2222.68	107787.91733	0.12097	(1 component(s) constrained)
38	-2223.36	107793.60965	0.12097	(1 component(s) constrained)
39	-2223.36	107793.52594	0.12097	(1 component(s) constrained)
40	-2222.72	107795.51987	0.12097	(1 component(s) constrained)
41	-2223.29	107794.83930	0.12097	(1 component(s) constrained)
42	-2222.78	107792.29745	0.12097	(1 component(s) constrained)
43	-2224.02	107799.67676	0.12097	(1 component(s) constrained)
44	-2222.67	107802.81878	0.12097	(1 component(s) constrained)
45	-2222.94	107801.27261	0.12097	(1 component(s) constrained)
46	-2222.55	107782.75292	0.12097	(1 component(s) constrained)
47	-2222.99	107790.28592	0.12097	(1 component(s) constrained)
48	-2223.57	107778.16775	0.12097	(1 component(s) constrained)
49	-2222.58	107780.01089	0.12097	(1 component(s) constrained)
50	-2223.57	107796.19713	0.12097	(1 component(s) constrained)
51	-2223.06	107793.68374	0.12097	(1 component(s) constrained)
52	-2222.92	107801.47697	0.12097	(1 component(s) constrained)
53	-2222.65	107791.09109	0.12097	(1 component(s) constrained)
54	-2223.43	107802.29204	0.12097	(1 component(s) constrained)
55	-2223.21	107808.51559	0.12097	(1 component(s) constrained)
56	-2223.00	107803.44754	0.12097	(1 component(s) constrained)
57	-2223.16	107778.46989	0.12097	(1 component(s) constrained)
