*******************************************************************
* Genome-wide Complex Trait Analysis (GCTA)
* version 1.93.2 beta Linux
* (C) 2010-present, Jian Yang, The University of Queensland
* Please report bugs to Jian Yang <jian.yang.qt@gmail.com>
*******************************************************************
Analysis started at 23:24:02 -03 on Wed Jun 09 2021.
Hostname: darwin

Accepted options:
--reml
--reml-alg 0
--reml-maxit 1000
--grm /scratch/genevol/users/lucas/V2/grmNAfr
--pheno /raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQA1.txt
--covar /raid/genevol/users/lucas/heritability/02.GCTA/data/envir2.txt
--reml-est-fix
--out /raid/genevol/users/lucas/heritability/03.Heritability/Results/V2/HLA-DQA1/NAfrHLA-DQA12

Note: This is a multi-thread program. You could specify the number of threads by the --thread-num option to speed up the computation if there are multiple processors in your machine.

Reading IDs of the GRM from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.id].
358 IDs read from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.id].
Reading the GRM from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.bin].
GRM for 358 individuals are included from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.bin].
Reading phenotypes from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQA1.txt].
Non-missing phenotypes of 358 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQA1.txt].
Reading discrete covariate(s) from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir2.txt].
1 discrete covariate(s) of 445 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir2.txt].

1 discrete variable(s) included as covariate(s).
358 individuals are in common in these files.

Performing  REML analysis ... (Note: may take hours depending on sample size).
358 observations, 7 fixed effect(s), and 2 variance component(s)(including residual variance).
Calculating prior values of variance components by EM-REML ...
Updated prior values: 24368.2 24313.6
logL: -2081.05
Running AI-REML algorithm ...
Iter.	logL	V(G)	V(e)	
1	-2081.02	40646.67743	7837.66260	
2	-2080.76	48203.25746	0.04923	(1 component(s) constrained)
3	-2081.19	48259.78350	0.04923	(1 component(s) constrained)
4	-2080.61	48260.32055	0.04923	(1 component(s) constrained)
5	-2080.99	48265.03849	0.04923	(1 component(s) constrained)
6	-2080.22	48274.31923	0.04923	(1 component(s) constrained)
7	-2080.46	48269.20541	0.04923	(1 component(s) constrained)
8	-2080.08	48267.39473	0.04923	(1 component(s) constrained)
9	-2082.14	48269.51966	0.04923	(1 component(s) constrained)
10	-2080.37	48267.60209	0.04923	(1 component(s) constrained)
11	-2080.40	48270.09291	0.04923	(1 component(s) constrained)
12	-2080.51	48275.56481	0.04923	(1 component(s) constrained)
13	-2080.58	48278.11795	0.04923	(1 component(s) constrained)
14	-2080.57	48262.71633	0.04923	(1 component(s) constrained)
15	-2081.11	48273.50199	0.04923	(1 component(s) constrained)
16	-2081.40	48264.18658	0.04923	(1 component(s) constrained)
17	-2080.26	48274.30933	0.04923	(1 component(s) constrained)
18	-2081.12	48274.60782	0.04923	(1 component(s) constrained)
19	-2081.21	48272.91263	0.04923	(1 component(s) constrained)
20	-2081.03	48276.25987	0.04923	(1 component(s) constrained)
21	-2081.03	48266.94973	0.04923	(1 component(s) constrained)
22	-2081.15	48260.97174	0.04923	(1 component(s) constrained)
23	-2080.33	48261.60181	0.04923	(1 component(s) constrained)
24	-2080.60	48257.20247	0.04923	(1 component(s) constrained)
25	-2081.43	48274.38628	0.04923	(1 component(s) constrained)
26	-2080.63	48270.74464	0.04923	(1 component(s) constrained)
27	-2081.70	48262.02395	0.04923	(1 component(s) constrained)
28	-2080.87	48274.81763	0.04923	(1 component(s) constrained)
29	-2081.14	48272.36948	0.04923	(1 component(s) constrained)
30	-2080.16	48269.41406	0.04923	(1 component(s) constrained)
31	-2080.62	48257.33440	0.04923	(1 component(s) constrained)
32	-2079.82	48277.98531	0.04923	(1 component(s) constrained)
33	-2080.75	48264.46201	0.04923	(1 component(s) constrained)
34	-2081.54	48276.80534	0.04923	(1 component(s) constrained)
35	-2079.43	48269.30808	0.04923	(1 component(s) constrained)
36	-2079.73	48268.83085	0.04923	(1 component(s) constrained)
37	-2080.00	48255.19450	0.04923	(1 component(s) constrained)
38	-2080.75	48266.28403	0.04923	(1 component(s) constrained)
39	-2081.09	48269.18951	0.04923	(1 component(s) constrained)
40	-2081.35	48264.15544	0.04923	(1 component(s) constrained)
41	-2080.99	48268.63181	0.04923	(1 component(s) constrained)
42	-2080.01	48274.16681	0.04923	(1 component(s) constrained)
43	-2081.60	48262.26983	0.04923	(1 component(s) constrained)
44	-2079.97	48269.61306	0.04923	(1 component(s) constrained)
45	-2080.59	48270.20329	0.04923	(1 component(s) constrained)
46	-2081.06	48274.19529	0.04923	(1 component(s) constrained)
47	-2081.48	48273.57484	0.04923	(1 component(s) constrained)
48	-2080.53	48256.54601	0.04923	(1 component(s) constrained)
49	-2080.60	48268.02877	0.04923	(1 component(s) constrained)
50	-2080.91	48263.96183	0.04923	(1 component(s) constrained)
51	-2080.39	48273.20246	0.04923	(1 component(s) constrained)
52	-2080.55	48264.00666	0.04923	(1 component(s) constrained)
53	-2080.09	48263.85008	0.04923	(1 component(s) constrained)
54	-2080.71	48269.28732	0.04923	(1 component(s) constrained)
55	-2080.27	48262.64725	0.04923	(1 component(s) constrained)
56	-2080.93	48280.50895	0.04923	(1 component(s) constrained)
57	-2080.54	48265.27464	0.04923	(1 component(s) constrained)
58	-2080.21	48275.73261	0.04923	(1 component(s) constrained)
59	-2081.10	48267.38899	0.04923	(1 component(s) constrained)
60	-2081.36	48273.18190	0.04923	(1 component(s) constrained)
61	-2080.46	48275.98675	0.04923	(1 component(s) constrained)
62	-2081.05	48265.43596	0.04923	(1 component(s) constrained)
63	-2080.56	48269.77579	0.04923	(1 component(s) constrained)
64	-2080.06	48258.04934	0.04923	(1 component(s) constrained)
65	-2080.97	48268.40292	0.04923	(1 component(s) constrained)
66	-2080.36	48270.24041	0.04923	(1 component(s) constrained)
67	-2080.10	48268.96971	0.04923	(1 component(s) constrained)
68	-2080.28	48269.33592	0.04923	(1 component(s) constrained)
69	-2080.60	48261.55359	0.04923	(1 component(s) constrained)
70	-2079.80	48275.98880	0.04923	(1 component(s) constrained)
71	-2081.09	48273.79018	0.04923	(1 component(s) constrained)
72	-2081.01	48267.48199	0.04923	(1 component(s) constrained)
73	-2080.89	48271.55819	0.04923	(1 component(s) constrained)
74	-2081.06	48264.47628	0.04923	(1 component(s) constrained)
75	-2079.39	48262.40788	0.04923	(1 component(s) constrained)
76	-2080.53	48264.47267	0.04923	(1 component(s) constrained)
77	-2079.31	48262.72427	0.04923	(1 component(s) constrained)
78	-2080.52	48262.66529	0.04923	(1 component(s) constrained)
79	-2081.37	48259.18413	0.04923	(1 component(s) constrained)
80	-2080.35	48273.73711	0.04923	(1 component(s) constrained)
81	-2081.31	48271.66490	0.04923	(1 component(s) constrained)
82	-2080.42	48264.09100	0.04923	(1 component(s) constrained)
83	-2081.05	48274.75825	0.04923	(1 component(s) constrained)
84	-2080.90	48274.24855	0.04923	(1 component(s) constrained)
85	-2079.94	48263.38880	0.04923	(1 component(s) constrained)
86	-2080.02	48274.09481	0.04923	(1 component(s) constrained)
87	-2080.50	48270.00942	0.04923	(1 component(s) constrained)
88	-2080.74	48264.40172	0.04923	(1 component(s) constrained)
89	-2081.21	48267.71108	0.04923	(1 component(s) constrained)
90	-2081.24	48266.73625	0.04923	(1 component(s) constrained)
91	-2080.15	48263.97967	0.04923	(1 component(s) constrained)
92	-2080.76	48263.87138	0.04923	(1 component(s) constrained)
93	-2080.96	48273.77896	0.04923	(1 component(s) constrained)
94	-2080.67	48270.97843	0.04923	(1 component(s) constrained)
95	-2080.40	48273.32262	0.04923	(1 component(s) constrained)
96	-2080.12	48268.67158	0.04923	(1 component(s) constrained)
97	-2080.87	48262.61291	0.04923	(1 component(s) constrained)
98	-2080.80	48267.45342	0.04923	(1 component(s) constrained)
99	-2080.86	48277.92159	0.04923	(1 component(s) constrained)
100	-2080.61	48265.27046	0.04923	(1 component(s) constrained)
101	-2080.64	48276.95697	0.04923	(1 component(s) constrained)
102	-2081.13	48265.31363	0.04923	(1 component(s) constrained)
103	-2080.77	48261.71369	0.04923	(1 component(s) constrained)
104	-2081.64	48270.66296	0.04923	(1 component(s) constrained)
105	-2080.79	48276.50800	0.04923	(1 component(s) constrained)
106	-2080.70	48269.53931	0.04923	(1 component(s) constrained)
107	-2080.87	48269.99530	0.04923	(1 component(s) constrained)
108	-2080.91	48274.61523	0.04923	(1 component(s) constrained)
109	-2081.82	48277.94022	0.04923	(1 component(s) constrained)
110	-2080.85	48282.04149	0.04923	(1 component(s) constrained)
111	-2080.59	48264.94715	0.04923	(1 component(s) constrained)
112	-2080.85	48267.66772	0.04923	(1 component(s) constrained)
113	-2081.97	48269.06497	0.04923	(1 component(s) constrained)
114	-2080.15	48270.03378	0.04923	(1 component(s) constrained)
115	-2080.87	48268.50988	0.04923	(1 component(s) constrained)
116	-2080.52	48271.13687	0.04923	(1 component(s) constrained)
117	-2080.32	48268.21501	0.04923	(1 component(s) constrained)
118	-2080.16	48263.08937	0.04923	(1 component(s) constrained)
119	-2081.70	48264.03457	0.04923	(1 component(s) constrained)
120	-2081.62	48269.62091	0.04923	(1 component(s) constrained)
121	-2080.67	48272.48057	0.04923	(1 component(s) constrained)
122	-2081.10	48266.15933	0.04923	(1 component(s) constrained)
123	-2081.10	48262.08869	0.04923	(1 component(s) constrained)
124	-2081.02	48275.76288	0.04923	(1 component(s) constrained)
125	-2080.86	48266.27082	0.04923	(1 component(s) constrained)
126	-2080.70	48268.23734	0.04923	(1 component(s) constrained)
127	-2080.22	48256.34573	0.04923	(1 component(s) constrained)
128	-2082.08	48265.38212	0.04923	(1 component(s) constrained)
129	-2081.04	48263.39200	0.04923	(1 component(s) constrained)
130	-2080.05	48263.51628	0.04923	(1 component(s) constrained)
131	-2080.47	48266.37749	0.04923	(1 component(s) constrained)
132	-2080.06	48269.47915	0.04923	(1 component(s) constrained)
133	-2080.71	48278.37709	0.04923	(1 component(s) constrained)
134	-2080.35	48276.92571	0.04923	(1 component(s) constrained)
135	-2081.44	48268.00837	0.04923	(1 component(s) constrained)
136	-2081.05	48267.92378	0.04923	(1 component(s) constrained)
137	-2079.63	48270.41435	0.04923	(1 component(s) constrained)
138	-2080.68	48267.75300	0.04923	(1 component(s) constrained)
139	-2079.74	48273.52159	0.04923	(1 component(s) constrained)
140	-2080.67	48271.71441	0.04923	(1 component(s) constrained)
141	-2080.66	48270.47743	0.04923	(1 component(s) constrained)
142	-2081.59	48267.70869	0.04923	(1 component(s) constrained)
143	-2080.63	48265.42608	0.04923	(1 component(s) constrained)
144	-2080.04	48274.52723	0.04923	(1 component(s) constrained)
145	-2081.19	48266.27804	0.04923	(1 component(s) constrained)
146	-2080.29	48272.00451	0.04923	(1 component(s) constrained)
147	-2080.03	48274.18693	0.04923	(1 component(s) constrained)
148	-2080.05	48272.25644	0.04923	(1 component(s) constrained)
149	-2080.84	48259.72888	0.04923	(1 component(s) constrained)
150	-2080.04	48276.84169	0.04923	(1 component(s) constrained)
151	-2080.25	48257.75705	0.04923	(1 component(s) constrained)
152	-2080.46	48273.55887	0.04923	(1 component(s) constrained)
153	-2080.22	48265.22738	0.04923	(1 component(s) constrained)
154	-2079.44	48265.51998	0.04923	(1 component(s) constrained)
155	-2080.72	48264.23299	0.04923	(1 component(s) constrained)
156	-2080.56	48274.35562	0.04923	(1 component(s) constrained)
157	-2081.58	48267.21782	0.04923	(1 component(s) constrained)
158	-2080.49	48262.37890	0.04923	(1 component(s) constrained)
159	-2080.69	48266.27692	0.04923	(1 component(s) constrained)
160	-2080.41	48270.60934	0.04923	(1 component(s) constrained)
161	-2081.57	48264.81511	0.04923	(1 component(s) constrained)
162	-2080.89	48264.94553	0.04923	(1 component(s) constrained)
163	-2080.31	48269.45298	0.04923	(1 component(s) constrained)
164	-2081.17	48284.50979	0.04923	(1 component(s) constrained)
165	-2081.00	48268.21701	0.04923	(1 component(s) constrained)
166	-2081.60	48264.47012	0.04923	(1 component(s) constrained)
167	-2081.62	48267.45188	0.04923	(1 component(s) constrained)
168	-2080.19	48274.72358	0.04923	(1 component(s) constrained)
169	-2080.55	48272.02702	0.04923	(1 component(s) constrained)
170	-2080.54	48264.32697	0.04923	(1 component(s) constrained)
171	-2080.24	48272.23622	0.04923	(1 component(s) constrained)
172	-2080.00	48271.56697	0.04923	(1 component(s) constrained)
173	-2080.03	48274.74738	0.04923	(1 component(s) constrained)
174	-2079.02	48268.89960	0.04923	(1 component(s) constrained)
175	-2080.39	48269.84157	0.04923	(1 component(s) constrained)
176	-2081.17	48259.96829	0.04923	(1 component(s) constrained)
177	-2081.69	48275.23066	0.04923	(1 component(s) constrained)
178	-2079.81	48273.22927	0.04923	(1 component(s) constrained)
179	-2080.77	48271.65231	0.04923	(1 component(s) constrained)
180	-2080.94	48263.10723	0.04923	(1 component(s) constrained)
181	-2081.71	48264.74941	0.04923	(1 component(s) constrained)
182	-2080.71	48270.98718	0.04923	(1 component(s) constrained)
183	-2080.53	48274.37214	0.04923	(1 component(s) constrained)
184	-2080.72	48271.93133	0.04923	(1 component(s) constrained)
185	-2081.51	48267.62936	0.04923	(1 component(s) constrained)
186	-2080.68	48261.55330	0.04923	(1 component(s) constrained)
187	-2080.60	48281.33848	0.04923	(1 component(s) constrained)
188	-2078.71	48274.49081	0.04923	(1 component(s) constrained)
189	-2079.99	48274.12514	0.04923	(1 component(s) constrained)
190	-2080.77	48272.55696	0.04923	(1 component(s) constrained)
191	-2079.93	48262.29673	0.04923	(1 component(s) constrained)
192	-2080.96	48263.07983	0.04923	(1 component(s) constrained)
193	-2079.81	48270.61806	0.04923	(1 component(s) constrained)
194	-2079.81	48270.85060	0.04923	(1 component(s) constrained)
195	-2080.05	48267.11113	0.04923	(1 component(s) constrained)
196	-2079.85	48260.49462	0.04923	(1 component(s) constrained)
197	-2080.16	48266.79020	0.04923	(1 component(s) constrained)
198	-2081.30	48273.56356	0.04923	(1 component(s) constrained)
199	-2081.72	48264.34592	0.04923	(1 component(s) constrained)
200	-2081.60	48264.56970	0.04923	(1 component(s) constrained)
201	-2080.24	48275.22090	0.04923	(1 component(s) constrained)
202	-2080.87	48274.09303	0.04923	(1 component(s) constrained)
203	-2080.75	48274.90905	0.04923	(1 component(s) constrained)
204	-2080.15	48270.20353	0.04923	(1 component(s) constrained)
