*******************************************************************
* Genome-wide Complex Trait Analysis (GCTA)
* version 1.93.2 beta Linux
* (C) 2010-present, Jian Yang, The University of Queensland
* Please report bugs to Jian Yang <jian.yang.qt@gmail.com>
*******************************************************************
Analysis started at 23:28:02 -03 on Wed Jun 09 2021.
Hostname: darwin

Accepted options:
--reml
--reml-alg 0
--reml-maxit 1000
--grm /scratch/genevol/users/lucas/V3/grmNAfr
--pheno /raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DRA.txt
--covar /raid/genevol/users/lucas/heritability/02.GCTA/data/envir0.txt
--reml-est-fix
--out /raid/genevol/users/lucas/heritability/03.Heritability/Results/V3/HLA-DRA/NAfrHLA-DRA0

Note: This is a multi-thread program. You could specify the number of threads by the --thread-num option to speed up the computation if there are multiple processors in your machine.

Reading IDs of the GRM from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.id].
358 IDs read from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.id].
Reading the GRM from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.bin].
GRM for 358 individuals are included from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.bin].
Reading phenotypes from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DRA.txt].
Non-missing phenotypes of 358 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DRA.txt].
Reading discrete covariate(s) from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir0.txt].
3 discrete covariate(s) of 445 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir0.txt].

3 discrete variable(s) included as covariate(s).
358 individuals are in common in these files.

Performing  REML analysis ... (Note: may take hours depending on sample size).
358 observations, 11 fixed effect(s), and 2 variance component(s)(including residual variance).
Calculating prior values of variance components by EM-REML ...
Updated prior values: 165129 164512
logL: -2365.1
Running AI-REML algorithm ...
Iter.	logL	V(G)	V(e)	
1	-2350.68	289931.68726	0.41612	(1 component(s) constrained)
2	-2344.70	270643.11837	0.41612	(1 component(s) constrained)
3	-2343.27	259520.88344	0.41612	(1 component(s) constrained)
4	-2342.57	252643.59488	0.41612	(1 component(s) constrained)
5	-2341.92	238742.13684	0.41612	(1 component(s) constrained)
6	-2342.61	239468.26295	0.41612	(1 component(s) constrained)
7	-2342.63	239468.87859	0.41612	(1 component(s) constrained)
8	-2342.44	239483.80677	0.41612	(1 component(s) constrained)
9	-2343.03	239534.98905	0.41612	(1 component(s) constrained)
10	-2341.47	239477.81063	0.41612	(1 component(s) constrained)
11	-2342.21	239474.88884	0.41612	(1 component(s) constrained)
12	-2341.68	239511.73687	0.41612	(1 component(s) constrained)
13	-2340.95	239516.83367	0.41612	(1 component(s) constrained)
14	-2341.27	239447.32811	0.41612	(1 component(s) constrained)
15	-2341.88	239461.26356	0.41612	(1 component(s) constrained)
16	-2342.94	239512.46996	0.41612	(1 component(s) constrained)
17	-2341.99	239507.70198	0.41612	(1 component(s) constrained)
18	-2341.94	239517.66173	0.41612	(1 component(s) constrained)
19	-2342.15	239475.70269	0.41612	(1 component(s) constrained)
20	-2341.51	239501.24304	0.41612	(1 component(s) constrained)
21	-2342.26	239452.58871	0.41612	(1 component(s) constrained)
22	-2342.27	239493.30160	0.41612	(1 component(s) constrained)
23	-2341.52	239537.43456	0.41612	(1 component(s) constrained)
24	-2341.99	239485.74189	0.41612	(1 component(s) constrained)
25	-2343.87	239511.86452	0.41612	(1 component(s) constrained)
26	-2341.60	239421.40615	0.41612	(1 component(s) constrained)
27	-2341.45	239439.17457	0.41612	(1 component(s) constrained)
28	-2340.82	239532.29131	0.41612	(1 component(s) constrained)
29	-2341.91	239478.21079	0.41612	(1 component(s) constrained)
30	-2342.59	239495.84733	0.41612	(1 component(s) constrained)
31	-2342.92	239501.90301	0.41612	(1 component(s) constrained)
32	-2342.27	239547.59829	0.41612	(1 component(s) constrained)
33	-2341.74	239535.08006	0.41612	(1 component(s) constrained)
34	-2342.73	239464.40074	0.41612	(1 component(s) constrained)
35	-2342.41	239515.85327	0.41612	(1 component(s) constrained)
36	-2341.80	239507.56072	0.41612	(1 component(s) constrained)
37	-2341.41	239497.01439	0.41612	(1 component(s) constrained)
38	-2341.61	239469.88795	0.41612	(1 component(s) constrained)
39	-2342.92	239442.95392	0.41612	(1 component(s) constrained)
40	-2340.23	239456.31381	0.41612	(1 component(s) constrained)
41	-2341.30	239464.86252	0.41612	(1 component(s) constrained)
42	-2341.42	239536.90738	0.41612	(1 component(s) constrained)
43	-2341.33	239485.57985	0.41612	(1 component(s) constrained)
44	-2342.43	239465.22315	0.41612	(1 component(s) constrained)
45	-2341.47	239455.57230	0.41612	(1 component(s) constrained)
46	-2342.25	239495.29038	0.41612	(1 component(s) constrained)
47	-2341.36	239463.84480	0.41612	(1 component(s) constrained)
48	-2342.68	239464.80135	0.41612	(1 component(s) constrained)
49	-2340.50	239499.72373	0.41612	(1 component(s) constrained)
50	-2343.19	239489.56887	0.41612	(1 component(s) constrained)
51	-2341.41	239497.95144	0.41612	(1 component(s) constrained)
52	-2343.41	239506.29104	0.41612	(1 component(s) constrained)
53	-2342.39	239561.69389	0.41612	(1 component(s) constrained)
54	-2341.96	239539.81282	0.41612	(1 component(s) constrained)
55	-2341.88	239477.91275	0.41612	(1 component(s) constrained)
56	-2340.68	239497.55987	0.41612	(1 component(s) constrained)
57	-2342.15	239487.94044	0.41612	(1 component(s) constrained)
58	-2342.32	239410.64242	0.41612	(1 component(s) constrained)
59	-2342.63	239448.55393	0.41612	(1 component(s) constrained)
60	-2341.22	239492.35146	0.41612	(1 component(s) constrained)
