*******************************************************************
* Genome-wide Complex Trait Analysis (GCTA)
* version 1.93.2 beta Linux
* (C) 2010-present, Jian Yang, The University of Queensland
* Please report bugs to Jian Yang <jian.yang.qt@gmail.com>
*******************************************************************
Analysis started at 23:26:52 -03 on Wed Jun 09 2021.
Hostname: darwin

Accepted options:
--reml
--reml-alg 0
--reml-maxit 1000
--grm /scratch/genevol/users/lucas/V3/grmNAfr
--pheno /raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DPA1.txt
--covar /raid/genevol/users/lucas/heritability/02.GCTA/data/envir2.txt
--reml-est-fix
--out /raid/genevol/users/lucas/heritability/03.Heritability/Results/V3/HLA-DPA1/NAfrHLA-DPA12

Note: This is a multi-thread program. You could specify the number of threads by the --thread-num option to speed up the computation if there are multiple processors in your machine.

Reading IDs of the GRM from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.id].
358 IDs read from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.id].
Reading the GRM from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.bin].
GRM for 358 individuals are included from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.bin].
Reading phenotypes from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DPA1.txt].
Non-missing phenotypes of 358 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DPA1.txt].
Reading discrete covariate(s) from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir2.txt].
1 discrete covariate(s) of 445 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir2.txt].

1 discrete variable(s) included as covariate(s).
358 individuals are in common in these files.

Performing  REML analysis ... (Note: may take hours depending on sample size).
358 observations, 7 fixed effect(s), and 2 variance component(s)(including residual variance).
Calculating prior values of variance components by EM-REML ...
Updated prior values: 15770.6 15726.4
logL: -1999.38
Running AI-REML algorithm ...
Iter.	logL	V(G)	V(e)	
1	-1998.92	24517.52850	6514.03880	
2	-1998.58	30150.82534	0.03282	(1 component(s) constrained)
3	-1999.17	30219.84640	0.03282	(1 component(s) constrained)
4	-1998.80	30225.85648	0.03282	(1 component(s) constrained)
5	-1998.41	30222.22086	0.03282	(1 component(s) constrained)
6	-1998.71	30217.87395	0.03282	(1 component(s) constrained)
7	-1998.72	30225.93849	0.03282	(1 component(s) constrained)
8	-1998.72	30221.30873	0.03282	(1 component(s) constrained)
9	-1998.74	30220.34731	0.03282	(1 component(s) constrained)
10	-1998.68	30225.50045	0.03282	(1 component(s) constrained)
11	-1998.33	30224.13671	0.03282	(1 component(s) constrained)
12	-1998.77	30224.70903	0.03282	(1 component(s) constrained)
13	-1998.06	30224.83791	0.03282	(1 component(s) constrained)
14	-1997.86	30225.07586	0.03282	(1 component(s) constrained)
15	-1998.05	30227.36023	0.03282	(1 component(s) constrained)
16	-1997.77	30223.76096	0.03282	(1 component(s) constrained)
17	-1998.19	30220.83619	0.03282	(1 component(s) constrained)
18	-1998.49	30222.90524	0.03282	(1 component(s) constrained)
19	-1999.45	30221.01086	0.03282	(1 component(s) constrained)
20	-1997.92	30221.73177	0.03282	(1 component(s) constrained)
21	-1997.56	30224.74421	0.03282	(1 component(s) constrained)
22	-1998.75	30223.42426	0.03282	(1 component(s) constrained)
23	-1998.42	30226.02996	0.03282	(1 component(s) constrained)
24	-1998.59	30221.66525	0.03282	(1 component(s) constrained)
25	-1999.15	30219.34474	0.03282	(1 component(s) constrained)
26	-1999.14	30222.06186	0.03282	(1 component(s) constrained)
27	-1998.14	30223.86005	0.03282	(1 component(s) constrained)
28	-1998.70	30222.98197	0.03282	(1 component(s) constrained)
29	-1998.20	30225.90035	0.03282	(1 component(s) constrained)
30	-1997.29	30222.60860	0.03282	(1 component(s) constrained)
31	-1998.05	30221.56861	0.03282	(1 component(s) constrained)
32	-1999.76	30228.08448	0.03282	(1 component(s) constrained)
33	-1997.95	30225.05917	0.03282	(1 component(s) constrained)
34	-1998.26	30223.07698	0.03282	(1 component(s) constrained)
35	-1998.67	30231.93402	0.03282	(1 component(s) constrained)
36	-1998.16	30228.70223	0.03282	(1 component(s) constrained)
37	-1998.30	30222.24258	0.03282	(1 component(s) constrained)
38	-1998.46	30226.59092	0.03282	(1 component(s) constrained)
39	-1997.85	30224.57512	0.03282	(1 component(s) constrained)
40	-1998.64	30220.77738	0.03282	(1 component(s) constrained)
41	-1999.37	30222.71316	0.03282	(1 component(s) constrained)
42	-1998.52	30218.78297	0.03282	(1 component(s) constrained)
43	-1998.12	30217.90577	0.03282	(1 component(s) constrained)
44	-1998.60	30220.39290	0.03282	(1 component(s) constrained)
45	-1998.06	30221.75856	0.03282	(1 component(s) constrained)
46	-1998.45	30221.53190	0.03282	(1 component(s) constrained)
47	-1998.54	30221.96940	0.03282	(1 component(s) constrained)
48	-1998.38	30221.41113	0.03282	(1 component(s) constrained)
49	-1998.66	30226.05437	0.03282	(1 component(s) constrained)
50	-1998.65	30219.42634	0.03282	(1 component(s) constrained)
51	-1998.77	30222.61525	0.03282	(1 component(s) constrained)
52	-1999.61	30224.64496	0.03282	(1 component(s) constrained)
53	-1998.78	30220.93028	0.03282	(1 component(s) constrained)
54	-1998.26	30229.09083	0.03282	(1 component(s) constrained)
55	-1998.26	30230.41524	0.03282	(1 component(s) constrained)
56	-1998.44	30219.69150	0.03282	(1 component(s) constrained)
57	-1998.38	30221.03918	0.03282	(1 component(s) constrained)
58	-1998.32	30222.10493	0.03282	(1 component(s) constrained)
59	-1997.07	30221.51014	0.03282	(1 component(s) constrained)
60	-1999.57	30222.86281	0.03282	(1 component(s) constrained)
61	-1998.67	30222.40363	0.03282	(1 component(s) constrained)
62	-1997.88	30227.76210	0.03282	(1 component(s) constrained)
63	-1998.07	30219.82605	0.03282	(1 component(s) constrained)
64	-1998.21	30225.00238	0.03282	(1 component(s) constrained)
65	-1999.37	30225.14358	0.03282	(1 component(s) constrained)
66	-1997.70	30228.39142	0.03282	(1 component(s) constrained)
67	-1998.89	30226.62864	0.03282	(1 component(s) constrained)
68	-1998.26	30223.66605	0.03282	(1 component(s) constrained)
69	-1998.44	30220.07227	0.03282	(1 component(s) constrained)
70	-1999.35	30221.83366	0.03282	(1 component(s) constrained)
71	-1997.18	30225.61084	0.03282	(1 component(s) constrained)
72	-1997.42	30225.32203	0.03282	(1 component(s) constrained)
73	-1998.08	30226.89465	0.03282	(1 component(s) constrained)
74	-1999.16	30219.70766	0.03282	(1 component(s) constrained)
75	-1998.20	30222.70539	0.03282	(1 component(s) constrained)
76	-1998.67	30228.10532	0.03282	(1 component(s) constrained)
77	-1998.84	30221.47733	0.03282	(1 component(s) constrained)
78	-1999.21	30222.40153	0.03282	(1 component(s) constrained)
79	-1999.62	30222.56935	0.03282	(1 component(s) constrained)
80	-1998.19	30222.07122	0.03282	(1 component(s) constrained)
81	-1998.88	30222.00627	0.03282	(1 component(s) constrained)
82	-1999.22	30222.37739	0.03282	(1 component(s) constrained)
83	-1999.11	30223.01367	0.03282	(1 component(s) constrained)
84	-1998.11	30228.21645	0.03282	(1 component(s) constrained)
85	-1997.42	30225.80914	0.03282	(1 component(s) constrained)
86	-1998.20	30224.71090	0.03282	(1 component(s) constrained)
87	-1998.26	30228.81504	0.03282	(1 component(s) constrained)
88	-1997.78	30222.17661	0.03282	(1 component(s) constrained)
89	-1998.66	30227.80099	0.03282	(1 component(s) constrained)
90	-1998.30	30223.53031	0.03282	(1 component(s) constrained)
91	-1998.18	30218.01721	0.03282	(1 component(s) constrained)
92	-1998.58	30220.42963	0.03282	(1 component(s) constrained)
93	-1998.62	30216.89080	0.03282	(1 component(s) constrained)
94	-1997.79	30218.46712	0.03282	(1 component(s) constrained)
95	-1999.14	30226.93314	0.03282	(1 component(s) constrained)
96	-1997.72	30223.74362	0.03282	(1 component(s) constrained)
97	-1997.82	30224.32005	0.03282	(1 component(s) constrained)
98	-1998.34	30224.19955	0.03282	(1 component(s) constrained)
99	-1998.29	30221.53995	0.03282	(1 component(s) constrained)
100	-1998.91	30225.21789	0.03282	(1 component(s) constrained)
101	-1997.21	30223.47036	0.03282	(1 component(s) constrained)
102	-1998.39	30224.85834	0.03282	(1 component(s) constrained)
103	-1998.34	30222.95107	0.03282	(1 component(s) constrained)
104	-1998.64	30225.02041	0.03282	(1 component(s) constrained)
105	-1997.64	30221.82844	0.03282	(1 component(s) constrained)
106	-1999.30	30222.02400	0.03282	(1 component(s) constrained)
107	-1998.30	30224.36266	0.03282	(1 component(s) constrained)
108	-1998.20	30223.31347	0.03282	(1 component(s) constrained)
109	-1998.27	30218.16188	0.03282	(1 component(s) constrained)
110	-1999.44	30224.40716	0.03282	(1 component(s) constrained)
111	-1998.56	30226.88403	0.03282	(1 component(s) constrained)
112	-1998.08	30223.28510	0.03282	(1 component(s) constrained)
113	-1998.38	30223.98413	0.03282	(1 component(s) constrained)
114	-1999.34	30223.18921	0.03282	(1 component(s) constrained)
115	-1998.09	30223.09112	0.03282	(1 component(s) constrained)
116	-1997.89	30222.46426	0.03282	(1 component(s) constrained)
117	-1998.89	30218.54340	0.03282	(1 component(s) constrained)
118	-1998.31	30222.71920	0.03282	(1 component(s) constrained)
119	-1999.03	30226.11335	0.03282	(1 component(s) constrained)
120	-1998.20	30219.51293	0.03282	(1 component(s) constrained)
121	-1998.87	30218.58567	0.03282	(1 component(s) constrained)
122	-1998.83	30224.05685	0.03282	(1 component(s) constrained)
123	-1998.40	30218.65047	0.03282	(1 component(s) constrained)
124	-1998.78	30225.58876	0.03282	(1 component(s) constrained)
125	-1998.15	30224.09946	0.03282	(1 component(s) constrained)
126	-1999.50	30219.08180	0.03282	(1 component(s) constrained)
127	-1998.44	30220.55616	0.03282	(1 component(s) constrained)
